"business_id","name","address","city","state","postal_code","stars_y","business_id","name","address","city","state","stars_y","BusinessParking","Caters","NoiseLevel","OutdoorSeating","RestaurantsDelivery","RestaurantsTableService"
"SormG5HwTFhWrPk8Uog0dw","Chipotle Mexican Grill","7707 W Ridgewood Dr","Parma","OH","44129",1.5,"SormG5HwTFhWrPk8Uog0dw","Chipotle Mexican Grill","7707 W Ridgewood Dr","Parma","OH",1.5,NA,"True","loud","False","False",NA
"suIn6SJHBJaOVOOikpWNOg","Burger King","6251 Mayfield Rd","Mayfield Hts","OH","44124",1.5,"suIn6SJHBJaOVOOikpWNOg","Burger King","6251 Mayfield Rd","Mayfield Hts","OH",1.5,NA,NA,NA,NA,"True",NA
"u2b3bHo4BES5al0nBJj1Ww","The Icehouse","1001 Wisconsin Pl","Madison","WI","53703",2,"u2b3bHo4BES5al0nBJj1Ww","The Icehouse","1001 Wisconsin Pl","Madison","WI",2,NA,NA,NA,NA,"False",NA
"d0GmiP5cai20VZr0a_bNnQ","McDonald's","2090 Lebanon Church Rd","West Mifflin","PA","15122",2,"d0GmiP5cai20VZr0a_bNnQ","McDonald's","2090 Lebanon Church Rd","West Mifflin","PA",2,NA,NA,NA,NA,"True",NA
"MQ3o9sFS1m1L2Gb_hvvYSQ","Subway Restaurants","34299 Center Ridge Rd","North Ridgeville","OH","44039",1.5,"MQ3o9sFS1m1L2Gb_hvvYSQ","Subway Restaurants","34299 Center Ridge Rd","North Ridgeville","OH",1.5,NA,NA,NA,NA,"None",NA
"ByNk-TOnPjoAKrk8NjCW9g","Wendy's","2280 Lebanon Church Rd","W.Mifflin","PA","15122",2.5,"ByNk-TOnPjoAKrk8NjCW9g","Wendy's","2280 Lebanon Church Rd","W.Mifflin","PA",2.5,NA,NA,NA,"False","False",NA
"8RbNzNeaUh5e8PJOnp1e4Q","McDonald's","1029 N Main St","Oregon","WI","53575",1.5,"8RbNzNeaUh5e8PJOnp1e4Q","McDonald's","1029 N Main St","Oregon","WI",1.5,NA,NA,NA,NA,NA,NA
"bUbKPCN1RQcykWHj6jZCig","Wendy's","1331 W. 117Th Street","Cleveland","OH","44107",1.5,"bUbKPCN1RQcykWHj6jZCig","Wendy's","1331 W. 117Th Street","Cleveland","OH",1.5,NA,NA,NA,"False","False",NA
"NFrDOhznry5iqD15p4nyfQ","Subway Restaurants","1701 E 12th St","Cleveland","OH","44114",1,"NFrDOhznry5iqD15p4nyfQ","Subway Restaurants","1701 E 12th St","Cleveland","OH",1,NA,NA,NA,NA,"False",NA
"d6HIVWuKtIKZUxx_xLW7MA","Arby's","15893 W High St","Middlefield","OH","44062",2.5,"d6HIVWuKtIKZUxx_xLW7MA","Arby's","15893 W High St","Middlefield","OH",2.5,NA,NA,NA,NA,NA,NA
"oLz3JuHkQqwFcmOlwq__8A","Taco Bell","1940 W. Market St","Akron","OH","44313",2,"oLz3JuHkQqwFcmOlwq__8A","Taco Bell","1940 W. Market St","Akron","OH",2,NA,NA,NA,NA,"True",NA
"V4NwBv9O6DWTl36ZKZrfpw","Wendy's","208 Rodi Road","Penn Hills","PA","15235",1.5,"V4NwBv9O6DWTl36ZKZrfpw","Wendy's","208 Rodi Road","Penn Hills","PA",1.5,NA,"False","average","False","False","False"
"4Seo-FWzhRLgxFcwWiYlMA","Firehouse Subs","27045 Lorain Rd","North Olmsted","OH","44070",3.5,"4Seo-FWzhRLgxFcwWiYlMA","Firehouse Subs","27045 Lorain Rd","North Olmsted","OH",3.5,NA,NA,NA,NA,NA,NA
"FA_jCCA-33PXgZE7uMxc9Q","Subway Restaurants","1100 Royalton Rd, Unit L","Broadview Heights","OH","44147",2.5,"FA_jCCA-33PXgZE7uMxc9Q","Subway Restaurants","1100 Royalton Rd, Unit L","Broadview Heights","OH",2.5,"None",NA,NA,"False","False",NA
"UxFS36x0tLiDELJgdzh1sA","Subway Restaurants","500 W Verona Ave","Verona","WI","53593",3.5,"UxFS36x0tLiDELJgdzh1sA","Subway Restaurants","500 W Verona Ave","Verona","WI",3.5,NA,"True","average","True","True",NA
"wYcCWaqjikA6DnLFBthj_g","Burger King","6671 Pearl Rd","Parma Heights","OH","44130",2,"wYcCWaqjikA6DnLFBthj_g","Burger King","6671 Pearl Rd","Parma Heights","OH",2,NA,NA,NA,NA,"True",NA
"v2AAGuPuH2QGGwosWZw_qA","McDonald's","3709 Kinsman Blvd","Madison","WI","53704",2,"v2AAGuPuH2QGGwosWZw_qA","McDonald's","3709 Kinsman Blvd","Madison","WI",2,NA,NA,NA,NA,"True",NA
"1q7bkDzXU6SyiyUcoHhziQ","Taco Bell","5780 Broadview Rd","Parma","OH","44134",2,"1q7bkDzXU6SyiyUcoHhziQ","Taco Bell","5780 Broadview Rd","Parma","OH",2,NA,NA,"average","False","True",NA
"CiGefVc9Uc-4H_aNgOMWhQ","Sakkio Japan","1301 E 9th St","Cleveland","OH","44114",4,"CiGefVc9Uc-4H_aNgOMWhQ","Sakkio Japan","1301 E 9th St","Cleveland","OH",4,NA,NA,"average",NA,NA,NA
"waMubyjO_-aO88GsrpPOZg","Rally's","11607 Buckeye Rd","Cleveland","OH","44120",2,"waMubyjO_-aO88GsrpPOZg","Rally's","11607 Buckeye Rd","Cleveland","OH",2,NA,"False",NA,"False",NA,NA
"sCZvwm61OIHzg4xKaCV68A","KFC","29050 Lake Shore Blvd","Willowick","OH","44095",3,"sCZvwm61OIHzg4xKaCV68A","KFC","29050 Lake Shore Blvd","Willowick","OH",3,"None",NA,"quiet","False","False",NA
"NHersw9tR7dnmlZINOBi9Q","McDonald's","230 W Huron Rd","Cleveland","OH","44113",1,"NHersw9tR7dnmlZINOBi9Q","McDonald's","230 W Huron Rd","Cleveland","OH",1,NA,"False","average","False","False",NA
"GYuRMJZfWMg4SZD5RfOSzw","Subway","700 Forbes Ave","Pittsburgh","PA","15219",2.5,"GYuRMJZfWMg4SZD5RfOSzw","Subway","700 Forbes Ave","Pittsburgh","PA",2.5,NA,NA,NA,NA,"None",NA
"AQ76VSVrSPajc2qFZDmzeg","Panda Express","106 E University Ave","Urbana","IL","61801",3,"AQ76VSVrSPajc2qFZDmzeg","Panda Express","106 E University Ave","Urbana","IL",3,NA,NA,NA,NA,NA,NA
"vdocaPsNLvbGJFF4ARzbzA","Burger King","1508 West River Rd","Elyria","OH","44035",1.5,"vdocaPsNLvbGJFF4ARzbzA","Burger King","1508 West River Rd","Elyria","OH",1.5,NA,NA,NA,"False","True",NA
"HT1Y9Q1nkSqve-xxgfEQwQ","Arby's","760 W Champaign Ave","Rantoul","IL","61866",3.5,"HT1Y9Q1nkSqve-xxgfEQwQ","Arby's","760 W Champaign Ave","Rantoul","IL",3.5,NA,NA,NA,NA,"False",NA
"szNZuBmhRguqQH6aO3OS4A","McDonald's","2251 Century Dr","West Mifflin","PA","15122",2.5,"szNZuBmhRguqQH6aO3OS4A","McDonald's","2251 Century Dr","West Mifflin","PA",2.5,NA,NA,NA,NA,"False",NA
"h5ZeHDpJXHkB-Sqa5gKsQw","McDonald's","401 W Cottage Grv","Cottage Grove","WI","53527",1.5,"h5ZeHDpJXHkB-Sqa5gKsQw","McDonald's","401 W Cottage Grv","Cottage Grove","WI",1.5,"None","None","loud","None","False",NA
"bqNV9FU60H9BVPJ4kWptOA","Subway Restaurants","202-204 N. Charter Street","Madison","WI","53715",3,"bqNV9FU60H9BVPJ4kWptOA","Subway Restaurants","202-204 N. Charter Street","Madison","WI",3,NA,"True","average","False","False",NA
"wUzbeWOod7VDmER9PrmwFg","Subway Restaurants","16687 Chagrin Blvd","Shaker Heights","OH","44120",3,"wUzbeWOod7VDmER9PrmwFg","Subway Restaurants","16687 Chagrin Blvd","Shaker Heights","OH",3,NA,NA,NA,NA,"True",NA
"BLWR8UaDExMxx1z3fhu0Fg","Burger King","26270 Lorain Rd","North Olmsted","OH","44070",2.5,"BLWR8UaDExMxx1z3fhu0Fg","Burger King","26270 Lorain Rd","North Olmsted","OH",2.5,NA,NA,"average","False","True",NA
"Co1cnSA3o3sSNdsGbItXSw","McDonald's","505 Lincoln Hwy","North Versailles","PA","15137",1.5,"Co1cnSA3o3sSNdsGbItXSw","McDonald's","505 Lincoln Hwy","North Versailles","PA",1.5,NA,"False",NA,NA,"True",NA
"9pQsVUScSzreqYLU7p5oaQ","Hardee's","309 N Market St","Monticello","IL","61856",2.5,"9pQsVUScSzreqYLU7p5oaQ","Hardee's","309 N Market St","Monticello","IL",2.5,NA,NA,NA,"False","False",NA
"sOqRyah0z32OxObhbjNJGg","Dairy Queen Grill & Chill","3645 Fishcreek Rd","Stow","OH","44224",3.5,"sOqRyah0z32OxObhbjNJGg","Dairy Queen Grill & Chill","3645 Fishcreek Rd","Stow","OH",3.5,NA,NA,NA,"True",NA,NA
"myyJxx7nvs-5_T-Uvc-kLw","Wendy's","1401 W. Green Street","Urbana","IL","61801",1.5,"myyJxx7nvs-5_T-Uvc-kLw","Wendy's","1401 W. Green Street","Urbana","IL",1.5,NA,NA,"average","False","False",NA
"rkGuqKxFOvxhAKaDeFVd4g","Arby's","1911 S Braddock Ave","Pittsburgh","PA","15218",1.5,"rkGuqKxFOvxhAKaDeFVd4g","Arby's","1911 S Braddock Ave","Pittsburgh","PA",1.5,NA,NA,NA,NA,"False",NA
"wvoX1JCsGcNZZlGzD0EMdQ","Mr Hero","905 E Aurora Rd","Macedonia","OH","44056",3.5,"wvoX1JCsGcNZZlGzD0EMdQ","Mr Hero","905 E Aurora Rd","Macedonia","OH",3.5,NA,NA,NA,NA,"False",NA
"znaF77z3hCOqpLNEPhi1yg","McDonald's","15629 Broadway Ave","Maple Heights","OH","44137",1.5,"znaF77z3hCOqpLNEPhi1yg","McDonald's","15629 Broadway Ave","Maple Heights","OH",1.5,NA,NA,NA,NA,"True",NA
"ztG_sG9ugajX9crrzh0UyA","McDonald's","7015 Detroit Ave","Cleveland","OH","44102",2,"ztG_sG9ugajX9crrzh0UyA","McDonald's","7015 Detroit Ave","Cleveland","OH",2,NA,NA,"quiet","False","True",NA
"NHHDDrnQXabrbmrQuahbeg","Wendy's","6530 Pearl Road","Parma Hts.","OH","44130",2.5,"NHHDDrnQXabrbmrQuahbeg","Wendy's","6530 Pearl Road","Parma Hts.","OH",2.5,NA,NA,NA,NA,"False",NA
"yyji5NjOJro2k35XH-uoDA","Subway Restaurants","100 Wal Mart Dr","N Versailles","PA","15137",3,"yyji5NjOJro2k35XH-uoDA","Subway Restaurants","100 Wal Mart Dr","N Versailles","PA",3,NA,NA,NA,NA,"False",NA
"5h3-2mrhtu5EnGCcW2z6gA","Subway Restaurants","9224 Darrow Rd","Twinsburg","OH","44087",2.5,"5h3-2mrhtu5EnGCcW2z6gA","Subway Restaurants","9224 Darrow Rd","Twinsburg","OH",2.5,NA,NA,"average",NA,"True",NA
"hgdJyNg58p1It_b7ElAxgw","Firehouse Subs","449A State St.","Madison","WI","53703",4.5,"hgdJyNg58p1It_b7ElAxgw","Firehouse Subs","449A State St.","Madison","WI",4.5,NA,NA,NA,"False","True",NA
"TPcDS5qMbroEdTX_glnT4g","McDonald's","4618 E Royalton Rd","Broadview Heights","OH","44147",2.5,"TPcDS5qMbroEdTX_glnT4g","McDonald's","4618 E Royalton Rd","Broadview Heights","OH",2.5,NA,NA,NA,NA,"True",NA
"l4E_URuoT-zWbzdovJ6gVg","KFC","4001 Mayfield","South Euclid","OH","44121",3,"l4E_URuoT-zWbzdovJ6gVg","KFC","4001 Mayfield","South Euclid","OH",3,"None","True",NA,NA,"True",NA
"QBss179ZGTx7kgHo3QyivQ","KFC","600 W Main St","Waunakee","WI","53597",1,"QBss179ZGTx7kgHo3QyivQ","KFC","600 W Main St","Waunakee","WI",1,"None","False",NA,NA,"False",NA
"YmXvjHhxrmv1iPAxq6koHA","Subway Restaurants","25575 Aurora Rd","Bedford Heights","OH","44146",2,"YmXvjHhxrmv1iPAxq6koHA","Subway Restaurants","25575 Aurora Rd","Bedford Heights","OH",2,NA,NA,NA,NA,"True",NA
"MjwSxdDia1AygI1-3vaWWg","Subway Restaurants","414 Smithfield St","Pittsburgh","PA","15222",3.5,"MjwSxdDia1AygI1-3vaWWg","Subway Restaurants","414 Smithfield St","Pittsburgh","PA",3.5,NA,NA,NA,"False","False",NA
"VTh9kRFmgxYZTllCJZZ6wQ","BIBIBOP Asian Grill","13934 Cedar Rd","University Heights","OH","44118",4,"VTh9kRFmgxYZTllCJZZ6wQ","BIBIBOP Asian Grill","13934 Cedar Rd","University Heights","OH",4,NA,NA,NA,NA,NA,NA
"S_KsGVQV_FwPLmoVHHdmFQ","McDonald's","15551 Kinsman Rd","Middlefield","OH","44062",2,"S_KsGVQV_FwPLmoVHHdmFQ","McDonald's","15551 Kinsman Rd","Middlefield","OH",2,NA,NA,NA,NA,NA,NA
"wYVfkkaD-3jg-CTYFyEqKQ","Arby's","14500 Snow Rd","Brook Park","OH","44142",3.5,"wYVfkkaD-3jg-CTYFyEqKQ","Arby's","14500 Snow Rd","Brook Park","OH",3.5,NA,NA,NA,NA,"None",NA
"SkdgjduPd1W1jzJBnJWRXQ","Popeyes Louisiana Kitchen","6140 Broadway Ave","Cleveland","OH","44127",1,"SkdgjduPd1W1jzJBnJWRXQ","Popeyes Louisiana Kitchen","6140 Broadway Ave","Cleveland","OH",1,NA,"False",NA,NA,"False",NA
"M7SEPUqtCFtZJ8O8hFGY4A","Panda Express","3244 Steelyard Dr","Cleveland","OH","44109",2.5,"M7SEPUqtCFtZJ8O8hFGY4A","Panda Express","3244 Steelyard Dr","Cleveland","OH",2.5,NA,NA,NA,NA,NA,NA
"beBdNA6cEuDLvrhTi_EjKQ","McDonald's","501 N Mattis","Champaign","IL","61821",1.5,"beBdNA6cEuDLvrhTi_EjKQ","McDonald's","501 N Mattis","Champaign","IL",1.5,NA,"False","average","False","True",NA
"adhGGZw7x_Gary5ZwNibbg","Namaste Momo Corner","4114 Saw Mill Run Blvd","Pittsburgh","PA","15227",5,"adhGGZw7x_Gary5ZwNibbg","Namaste Momo Corner","4114 Saw Mill Run Blvd","Pittsburgh","PA",5,NA,"False",NA,"False","False","False"
"mEgMAA9Vxg2AGELkG6GUxw","Krispy krunchy chicken","6206 Woodland Ave","Cleveland","OH","44104",3,"mEgMAA9Vxg2AGELkG6GUxw","Krispy krunchy chicken","6206 Woodland Ave","Cleveland","OH",3,NA,NA,NA,NA,NA,NA
"qvQrZ6XHC4KOQEWyYkR_tQ","Five Guys","4184 Pearl Rd","Medina","OH","44256",3,"qvQrZ6XHC4KOQEWyYkR_tQ","Five Guys","4184 Pearl Rd","Medina","OH",3,NA,NA,NA,NA,NA,NA
"yYFzPruPCNt31wDXUq7hQQ","Popeyes Louisiana Kitchen","3855 Lee Rd","Cleveland","OH","44128",1.5,"yYFzPruPCNt31wDXUq7hQQ","Popeyes Louisiana Kitchen","3855 Lee Rd","Cleveland","OH",1.5,NA,"False",NA,NA,"False",NA
"FW6yrvZCSdBDz7eFmc4wnQ","Blaze Fast-Fire'd Pizza","160 Millers Run Rd","Bridgeville","PA","15017",3.5,"FW6yrvZCSdBDz7eFmc4wnQ","Blaze Fast-Fire'd Pizza","160 Millers Run Rd","Bridgeville","PA",3.5,NA,NA,NA,"True","False",NA
"iMniopmf5j8nQO6Jl5pajA","BIBIBOP Asian Grill","224 Crocker Park Blvd","Westlake","OH","44145",4,"iMniopmf5j8nQO6Jl5pajA","BIBIBOP Asian Grill","224 Crocker Park Blvd","Westlake","OH",4,NA,NA,NA,NA,NA,NA
"DaxtKpqvxqzXdVg74ctcOQ","Auntie Anne's","1000 Airport Blvd","Moon","PA","15108",2.5,"DaxtKpqvxqzXdVg74ctcOQ","Auntie Anne's","1000 Airport Blvd","Moon","PA",2.5,NA,NA,NA,NA,NA,NA
"_QL-D_zQ-RSdlsMZF3TLyg","Chipotle Mexican Grill","2783 Euclid Hts Blvd","Cleveland Heights","OH","44106",2.5,"_QL-D_zQ-RSdlsMZF3TLyg","Chipotle Mexican Grill","2783 Euclid Hts Blvd","Cleveland Heights","OH",2.5,NA,"True","average","False","False","False"
"3KzzG6dw5aN9eIo3cGHaSA","Steak n Shake","5051 Som Center Rd","Willoughby","OH","44094",2,"3KzzG6dw5aN9eIo3cGHaSA","Steak n Shake","5051 Som Center Rd","Willoughby","OH",2,NA,"False","average","False","False",NA
"ItmLljzhwhuyyvekNs4Ymg","Jersey Mike's Subs","1601 Deming Way","Middleton","WI","53562",4,"ItmLljzhwhuyyvekNs4Ymg","Jersey Mike's Subs","1601 Deming Way","Middleton","WI",4,NA,"True","average","False","False","False"
"SFh9uHtGR1lVPH2RTS2SWQ","McDonalds","616 E Green St","Champaign","IL","61820",3,"SFh9uHtGR1lVPH2RTS2SWQ","McDonalds","616 E Green St","Champaign","IL",3,NA,"False","loud","False","False","False"
"lq-S8rP-advEFlshnCV3gQ","Burger King","2828 Carnegie Ave","Cleveland","OH","44115",2,"lq-S8rP-advEFlshnCV3gQ","Burger King","2828 Carnegie Ave","Cleveland","OH",2,NA,"False","average","False","None",NA
"sARejHFyWLA93RgGwkhy5g","Burger King","8515 Euclid Ave","Cleveland","OH","44106",3,"sARejHFyWLA93RgGwkhy5g","Burger King","8515 Euclid Ave","Cleveland","OH",3,NA,"False","average","True","False",NA
"GEkDYesNiLzMA4Ib0velBg","Potbelly Sandwich Shop","11425 Euclid Ave, Unit 2","Cleveland","OH","44106",3.5,"GEkDYesNiLzMA4Ib0velBg","Potbelly Sandwich Shop","11425 Euclid Ave, Unit 2","Cleveland","OH",3.5,NA,"True","average","False","True","False"
"IJ4Xbz-LK32oW7SDtMwiQw","Steak n' Shake","1878 Warrensville Center Rd","South Euclid","OH","44118",1.5,"IJ4Xbz-LK32oW7SDtMwiQw","Steak n' Shake","1878 Warrensville Center Rd","South Euclid","OH",1.5,NA,NA,"average","False","False",NA
"1v9TVINzMod7JfSQI7Aayw","Bombaychaat","2044 Euclid Ave","Cleveland","OH","44114",4,"1v9TVINzMod7JfSQI7Aayw","Bombaychaat","2044 Euclid Ave","Cleveland","OH",4,NA,"True","average","False","False","False"
"jK6lLQG37YkwVaI3u4ansA","Jimmy John's","2807 University Ave","Madison","WI","53705",2,"jK6lLQG37YkwVaI3u4ansA","Jimmy John's","2807 University Ave","Madison","WI",2,NA,"True",NA,NA,"True",NA
"BhdmSnBo9903lIYGh_x3kw","KFC","6030 Enterprise Dr","Solon","OH","44139",2,"BhdmSnBo9903lIYGh_x3kw","KFC","6030 Enterprise Dr","Solon","OH",2,NA,"False","loud","False","False",NA
"2anxB5OiLo_-eFh_o2j-rw","Chipotle Mexican Grill","4137 William Penn Hwy","Monroeville","PA","15146",2.5,"2anxB5OiLo_-eFh_o2j-rw","Chipotle Mexican Grill","4137 William Penn Hwy","Monroeville","PA",2.5,NA,"True","loud","True","False","False"
"ewsYllWspvnP8aP0C4ctLQ","McDonald's","981 W North St","Deforest","WI","53532",1.5,"ewsYllWspvnP8aP0C4ctLQ","McDonald's","981 W North St","Deforest","WI",1.5,NA,NA,NA,NA,"False",NA
"Flu85aQ9mdeL0dyja4Vv0A","Chipotle Mexican Grill","17999 Bagley Rd","Middleburg Heights","OH","44130",2.5,"Flu85aQ9mdeL0dyja4Vv0A","Chipotle Mexican Grill","17999 Bagley Rd","Middleburg Heights","OH",2.5,NA,"False","average","True","False","False"
"o962sVMOZl1IqRG7QJJ1iw","Jersey Mike's Subs","4123 Washington Rd","Peters (Township Of)","PA","15317",4.5,"o962sVMOZl1IqRG7QJJ1iw","Jersey Mike's Subs","4123 Washington Rd","Peters (Township Of)","PA",4.5,NA,"True","quiet","False","False",NA
"RDIwHXfEOoUYM5jnMzdLcg","Wendy's","21250 Center Ridge Rd.","Rocky River","OH","44116",1.5,"RDIwHXfEOoUYM5jnMzdLcg","Wendy's","21250 Center Ridge Rd.","Rocky River","OH",1.5,NA,NA,NA,NA,"False",NA
"2pWpFiaAY_RYqx-sVqLlRg","McDonald's","21675 Center Ridge Rd","Rocky River","OH","44116",4,"2pWpFiaAY_RYqx-sVqLlRg","McDonald's","21675 Center Ridge Rd","Rocky River","OH",4,NA,NA,NA,"True","True",NA
"5wyCSyKqUCjRZKDaWX_fmQ","Wendy's","1374 Som Center","Mayfield Hts.","OH","44124",1.5,"5wyCSyKqUCjRZKDaWX_fmQ","Wendy's","1374 Som Center","Mayfield Hts.","OH",1.5,NA,NA,NA,"False","False",NA
"3pDVa7t5kNNAkJTPt1lOsg","Culver's","916 Nygaard St","Stoughton","WI","53589",4,"3pDVa7t5kNNAkJTPt1lOsg","Culver's","916 Nygaard St","Stoughton","WI",4,NA,NA,"quiet","True","False",NA
"p7JJ9fCP8QP3jN7SyOTtnQ","Penn Station East Coast Subs","4203 William Penn Hwy","Monroeville","PA","15146",4,"p7JJ9fCP8QP3jN7SyOTtnQ","Penn Station East Coast Subs","4203 William Penn Hwy","Monroeville","PA",4,NA,"True","average","False","False","False"
"1ofeAP5vdjnOSeO5S2pzSg","Panda Express","202 Robinson Center Dr","Pittsburgh","PA","15205",2.5,"1ofeAP5vdjnOSeO5S2pzSg","Panda Express","202 Robinson Center Dr","Pittsburgh","PA",2.5,NA,NA,NA,NA,"True",NA
"f8q51Apmg7Ojq4S1cXh9tw","McDonald's","3921 Wheatley Rd","Richfield","OH","44286",2.5,"f8q51Apmg7Ojq4S1cXh9tw","McDonald's","3921 Wheatley Rd","Richfield","OH",2.5,NA,NA,NA,"True","False",NA
"NF8dnVxSeL2zKKJ2DDkJMQ","Hot Head Burritos","13405 Pearl Rd","Strongsville","OH","44136",3.5,"NF8dnVxSeL2zKKJ2DDkJMQ","Hot Head Burritos","13405 Pearl Rd","Strongsville","OH",3.5,NA,NA,NA,"True","None",NA
"eDoXXly5LT2GkMUTZddKtw","Burger King","6000 Memphis Ave","Cleveland","OH","44144",2,"eDoXXly5LT2GkMUTZddKtw","Burger King","6000 Memphis Ave","Cleveland","OH",2,NA,NA,NA,NA,"True",NA
"rzizY1zgiokbRDfD0V_AUw","The Gorilla","12102 Madison Ave","Lakewood","OH","44107",3.5,"rzizY1zgiokbRDfD0V_AUw","The Gorilla","12102 Madison Ave","Lakewood","OH",3.5,NA,"True","average","True","False","False"
"nwNdRUbU0_JnISxvdDfWtQ","Little Caesars Pizza","1160 Washington Ave","Carnegie","PA","15106",4,"nwNdRUbU0_JnISxvdDfWtQ","Little Caesars Pizza","1160 Washington Ave","Carnegie","PA",4,NA,NA,NA,NA,NA,NA
"agslgubMJJRFG9GGa00WtQ","Taco Bell","26002 Euclid Ave","Euclid","OH","44132",1.5,"agslgubMJJRFG9GGa00WtQ","Taco Bell","26002 Euclid Ave","Euclid","OH",1.5,NA,NA,"average","False","True",NA
"8RSfnwNKjaGz1VsALAGRrw","Taco Bell","6190 Steubenville Pike","McKees Rocks","PA","15136",2,"8RSfnwNKjaGz1VsALAGRrw","Taco Bell","6190 Steubenville Pike","McKees Rocks","PA",2,NA,NA,"average",NA,"False",NA
"jwuJSVVJLbO3LL5JnEQ76Q","Steak n Shake","9530 Diamond Center Dr","Mentor","OH","44060",1.5,"jwuJSVVJLbO3LL5JnEQ76Q","Steak n Shake","9530 Diamond Center Dr","Mentor","OH",1.5,NA,"False","average","False","False",NA
"ZzGaVbyam1AhZFW928-95A","Taco Bell","7424 Brookpark Rd","Cleveland","OH","44129",2,"ZzGaVbyam1AhZFW928-95A","Taco Bell","7424 Brookpark Rd","Cleveland","OH",2,NA,NA,NA,"True","True",NA
"JbWQtVLQDEOBlvbVWk2OFg","Chipotle Mexican Grill","903 W Anthony Dr, Ste A","Champaign","IL","61821",3,"JbWQtVLQDEOBlvbVWk2OFg","Chipotle Mexican Grill","903 W Anthony Dr, Ste A","Champaign","IL",3,NA,"True","average","False","False",NA
"iJkKi-5NqRN1PhdI4KqjAQ","Sarku Japan","181 Fort Couch Rd","Pittsburgh","PA","15241",3,"iJkKi-5NqRN1PhdI4KqjAQ","Sarku Japan","181 Fort Couch Rd","Pittsburgh","PA",3,NA,NA,"loud","False","False",NA
"EXIZwIxLoiPDJs-oKzgaKw","Steak n Shake","17325 Loraine Ave","Cleveland","OH","44111",2,"EXIZwIxLoiPDJs-oKzgaKw","Steak n Shake","17325 Loraine Ave","Cleveland","OH",2,NA,"False","average","False","False",NA
"v-E_fwn4CesE_rdmxvwvSQ","Panda Express","21085 Center Ridge Rd","Fairview Park","OH","44126",2,"v-E_fwn4CesE_rdmxvwvSQ","Panda Express","21085 Center Ridge Rd","Fairview Park","OH",2,NA,NA,NA,NA,NA,NA
"GJuLpVI1MjMA25-evMjCVA","Subway Restaurants","8315 Murphy Dr","Middleton","WI","53562",2.5,"GJuLpVI1MjMA25-evMjCVA","Subway Restaurants","8315 Murphy Dr","Middleton","WI",2.5,NA,NA,NA,NA,"True",NA
"Y_wVqdHHkmfxdaHGOPffqQ","Kato's Cajun","66 E Towne Mall","Madison","WI","53704",3,"Y_wVqdHHkmfxdaHGOPffqQ","Kato's Cajun","66 E Towne Mall","Madison","WI",3,NA,NA,NA,NA,"False",NA
"tCCBl_sHPQsJg37g2fjRpA","McDonald's","2909 W Kirby Ave","Champaign","IL","61821",1.5,"tCCBl_sHPQsJg37g2fjRpA","McDonald's","2909 W Kirby Ave","Champaign","IL",1.5,NA,"False","loud","False","True",NA
"0Tiq09V_kdMFPa1cL6I0AA","Culver's","2302 S Neil St","Champaign","IL","61820",3.5,"0Tiq09V_kdMFPa1cL6I0AA","Culver's","2302 S Neil St","Champaign","IL",3.5,NA,"False","average","True","False",NA
"Lu11ceuxJWh3dgRaPZGbsQ","QDOBA Mexican Eats","4718 E Towne Blvd","Madison","WI","53704",3,"Lu11ceuxJWh3dgRaPZGbsQ","QDOBA Mexican Eats","4718 E Towne Blvd","Madison","WI",3,NA,"True","average","True","False","False"
"Q-1rmWpYHi-vglQZppSeKQ","McDonald's","23321 Broadway Ave","Oakwood Village","OH","44146",1.5,"Q-1rmWpYHi-vglQZppSeKQ","McDonald's","23321 Broadway Ave","Oakwood Village","OH",1.5,NA,"False","average","False","True","False"
"3a1w3Ufs9CCC3GJTAV8EpQ","McDonald's","4500 University Ave","Madison","WI","53705",2.5,"3a1w3Ufs9CCC3GJTAV8EpQ","McDonald's","4500 University Ave","Madison","WI",2.5,NA,NA,NA,"True","True",NA
"2cfzQGANxuIGcCUrlwnV7w","Popeyes Louisiana Kitchen","3420 William Penn Hwy","Pittsburgh","PA","15235",2,"2cfzQGANxuIGcCUrlwnV7w","Popeyes Louisiana Kitchen","3420 William Penn Hwy","Pittsburgh","PA",2,NA,"False","average","False","False",NA
"EQtZN79BJBiuNFEfEMEH3w","Subway Restaurants","7395 State Rd","Parma","OH","44134",2.5,"EQtZN79BJBiuNFEfEMEH3w","Subway Restaurants","7395 State Rd","Parma","OH",2.5,NA,NA,NA,NA,"True",NA
"yKShDxZcD-9UtqvtZfdWqw","Chipotle Mexican Grill","35925 Detroit Rd, Ste 115","Avon","OH","44011",2.5,"yKShDxZcD-9UtqvtZfdWqw","Chipotle Mexican Grill","35925 Detroit Rd, Ste 115","Avon","OH",2.5,NA,"True","average","True","False",NA
"9-S67d5VyVbYN1bWcZFb6g","StonePepper's Grill","1200 Settlers Ridge Ctr Dr","Robinson Township","PA","15136",3,"9-S67d5VyVbYN1bWcZFb6g","StonePepper's Grill","1200 Settlers Ridge Ctr Dr","Robinson Township","PA",3,NA,NA,"average","True","False",NA
"PvZoaoIOvIX-32ur3l_jww","Five Guys","2030 Pittsburgh Mills Blvd","Tarentum","PA","15084",4,"PvZoaoIOvIX-32ur3l_jww","Five Guys","2030 Pittsburgh Mills Blvd","Tarentum","PA",4,NA,"False","average","False","False",NA
