business_id,name,full_address,postal_code
72Ptc5rl771CKsE0uZ2INQ,Chipotle Mexican Grill,"7689 Crile Rd, Painesville, OH, 44077",44077
-73xAVllMh_O2nEAcGtbvQ,Hardee's,"4814 Annamark Dr, Madison, WI, 53704",53704
79BeasMZbY-zv7dWmbY0qQ,Popeyes Louisiana Kitchen,"13337 Euclid Ave, Cleveland, OH, 44112",44112
7AlULGZI1pHt0imODsqdkg,Potbelly Sandwich Shop,"501 E Green St, Champaign, IL, 61820",61820
7BbAioq8HznulMvMQDbcDg,Jimmy John's,"5330 N Abbe Rd, Sheffield Village, OH, 44035",44035
7B-xM_3t9NKebmkEodw3CQ,Mr Hoagie,"4734 Lebanon Church Rd, Dravosburg, PA, 15034",15034
7dnXdS-vLMqGogRmTUi76A,McDonald's,"199 W Garfield, Aurora, OH, 44202",44202
7dtzpuYYpZeg-kJj3yTcUQ,Sonic Drive-In,"2564 Ironwood Dr, Sun Prairie, WI, 53590",53590
7FxdbDj8smpkpmmgyojIWw,Taco Bell,"100 North Town Square, Gibsonia, PA, 15044",15044
7jSku7puwAVGyEtkv37Egw,Firehouse Subs,"390 S. Grand Ave., #102, Sun Prairie, WI, 53590",53590
7Km9UXolK9vEeBDNqTl5DA,Quiznos,"4000 International Ln, Madison, WI, 53704",53704
7l5t7Iw3qauVoSSrM6jm9g,McDonald's,"608 Wood St, Pittsburgh, PA, 15222",15222
7l-TZk8Ckd5Ct_QQ6G5tuA,Arby's,"7095 Engle Rd, Cleveland, OH, 44130",44130
7Nz_04fXn8L-u5L6hyLGvQ,Arby's,"4260 Ohio River Blvd, Pittsburgh, PA, 15202",15202
7O-OeEWMkhROlNqEFkVI_A,Rally's,"1345 Vernon Odom Blvd, Akron, OH, 44320",44320
7Sr941ps7tw1Do5Eks7w-g,Arby's,"1140 Washington Pike, Bridgeville, PA, 15017",15017
7svK0DI4BOP0cqjSww7cZQ,McDonald's,"7702 Mc Knight Rd, Pittsburgh, PA, 15237",15237
7SWpq6itdtEH4qYvvWoP6A,Subway Restaurants,"26001 S Woodland Rd, Beachwood, OH, 44122",44122
7TDAgfGK5duI3FoEFNTStg,McDonald's,"6380 Stuebenville Pike, Crafton, PA, 15205",15205
7TMcUzNqnUV5Bfwni800HQ,McDonald's,"115 Logans Ferry Rd, Lower Burrell, PA, 15068",15068
7vqsCTpH_QFomi0Q_URf2w,Wendy's,"5025 Darrow Road, Stow, OH, 44224",44224
7Wj3lyrLaMXde6G-v4yRKg,Wendy's,"460 Howe Avenue, Cuyahoga Falls, OH, 44221",44221
-7xDmYfI15Ei-32NH96n2w,Chipotle Mexican Grill,"3070 Medina Rd, Medina, OH, 44256",44256
7yZyfWTmhd5_OmZfM3wjEg,Subway Restaurants,"243 W Main St, Monongahela, PA, 15063",15063
85ouR47Yn4H9slu-MmbXFQ,Taco John's,"6305 Monona Dr, Monona, WI, 53716",53716
86Nva-2rMDMTEtjUZx5toQ,Subway Restaurants,"92 Barrington Square Dr, Aurora, OH, 44202",44202
8c2ObImjXJ9pW0hUccL35A,Arby's,"450 Clairton Blvd, Pittsburgh, PA, 15236",15236
8C65DwwnazwYB2z9naHyaw,Golden Mountain Restaurant,"27910 Chardon Rd, Willoughby Hills, OH, 44092",44092
8ceaW6C4LxNpA8UlyYEUDg,Mr Hero,"1737 Pearl Rd, Brunswick, OH, 44212",44212
8ed4YmEWPr5nfau82-OtCA,Subway Restaurants,"706 W Marketview Dr, Ste C, Champaign, IL, 61820",61820
8FTKIUZtWV31TX-r2Dk0GQ,Subway Restaurants,"583 Clairton Blvd, Pleasant Hills, PA, 15236",15236
8GHYb_wgp2eYPHsNvWrOVQ,Arby's,"15112 Pearl Rd, Strongsville, OH, 44136",44136
8HtfuD47Us_dJasTDcVjJQ,Subway Restaurants,"7725 Market Place Dr, Aurora, OH, 44023",44023
8hZblciqzGSBxq22K3FRtQ,McDonald's,"7505 Day Dr, Parma, OH, 44129",44129
8i04GQgUY3g8q2iw7mewIQ,McDonald's,"306 S Market St, Monticello, IL, 61856",61856
8JT3Nh314calBrKf6i7Pzw,Burger King,"799 Front Street, Berea, OH, 44017",44017
8KmqWgL0UEdxJFwTZ_YZvQ,Swensons Drive-In,"40 Brookmont Rd, Montrose, OH, 44333",44333
8LCIMbSPNaiFRoQ4SLCbsA,Subway Restaurants,"1939 State Rd, Cuyahoga Falls, OH, 44223",44223
8mcg3eCoh69WqaKKZZF98w,BnD'z Burgerz & Dogz,"663 Washington Rd, Pittsburgh, PA, 15228",15228
8nMgZDgyvDvduIWw9DfuPQ,Taco Bell,"2005 McCoy Rd, Sun Prairie, WI, 53590",53590
8OfsvJM-TXtybas25dcGUw,KFC,"5153 Library Rd, Bethel Park, PA, 15102",15102
-8PU0Z4Q2Nc-sY0eBj4DiQ,McDonald's,"32799 Walker Rd, Avon Lake, OH, 44012",44012
8qTuIU_goGWDoFdYFGLJUA,Subway Restaurants,"899 E 200th St, Euclid, OH, 44119",44119
8r9G0fUJpCFnbFWMdzzdMw,Burger King,"3305 Clark Ave, Cleveland, OH, 44109",44109
8RbNzNeaUh5e8PJOnp1e4Q,McDonald's,"1029 N Main St, Oregon, WI, 53575",53575
8RSfnwNKjaGz1VsALAGRrw,Taco Bell,"6190 Steubenville Pike, McKees Rocks, PA, 15136",15136
8Rydf8hXleCwbCN9nvmZ4Q,Chipotle Mexican Grill,"658 State St, Madison, WI, 53703",53703
8tlH5t9dqwRIMk6Gs7wEIA,Taco Bell,"1075 West Pleasant Valley Rd, Parma, OH, 44134",44134
8u6wAMmTMdJskMGLYo-5Iw,Culver's,"4910 Cnty Rd V, DeForest, WI, 53532",53532
8U8B2E4F7u53fkfpqkCIWw,Taco Bell,"1531 W. 117th Street, Cleveland, OH, 44107",44107
8v66rFpXa87u2jRGOn8ZfA,TGI Fridays,"10320 Cascade Xing, Brooklyn, OH, 44144",44144
8wRhZKTj_zN4bINx7W_axA,The Pierogi Palace,"36495 Vine St, Ste H, Willoughby, OH, 44094",44094
8XeWfMGuNsrYkXRwQJjhCQ,Jimmy John's,"1791 Thierer Rd, Madison, WI, 53704",53704
9_QjWiy0Aj0gvP1BQts9QA,Firehouse Subs,"21860 Center Ridge Rd, Rocky River, OH, 44116",44116
940rOS3vKpqJMKtrsoatTA,Tilted Kilt Pub & Eatery,"420 Gammon Way, Madison, WI, 53774",53774
94sh9kS5DrmK7sNRYrASfQ,Chick-fil-A,"420 Howe Ave, Cuyahoga Falls, OH, 44221",44221
969_545ulxR1n0kBR76FnQ,Burger King,"3056 Graham Rd, Stow, OH, 44224",44224
9cgrssqswYBSpvBAKc1-nQ,Subway,"1035 Fifth Ave, Pittsburgh, PA, 15219",15219
9en49YH_NJmTOUqN2GO8LA,Taco Bell,"15500 Detroit Avenue, Lakewood, OH, 44107",44107
9HQVSY9-ZnrgTUF72I-4PQ,McDonald's,"7700 Reynolds Rd, Mentor, OH, 44060",44060
9j3Lcsbng3Zx3f069S3d1A,Subway Restaurants,"1039 Freeport Rd, Room #27, Pittsburgh, PA, 15238",15238
9Lu2VvdAPswV-RRiQFfXXQ,Steak n Shake,"1951 Park Manor Blvd, Pittsburgh, PA, 15205",15205
9LZQYlTCNmQSHb2GmqZTFg,Hms Host Great Lakes Plaza,"2000 E Edgerton Rd, Broadview Heights, OH, 44147",44147
9mYjIQ-9DKMuR8kM5M2gtw,Chick-fil-A,"100 Robinson Center Dr, Pittsburgh, PA, 15205",15205
9pQsVUScSzreqYLU7p5oaQ,Hardee's,"309 N Market St, Monticello, IL, 61856",61856
9q2pK0s1-3xUZKbTzVcGGw,KFC,"222 W 8th Ave, Homestead, PA, 15120",15120
9qPEpiKhl0V_RIbYziwJ_g,KFC,"804 W View Park Dr, West View, PA, 15229",15229
9qqhdkN4aeE6yvUiKg4F0Q,Chipotle Mexican Grill,"6267 Wilson Mills Rd, Unit A, Highland Heights, OH, 44143",44143
9QvlTB8o2oxtWIVUc-DLVQ,Burger King,"971 North Court Street, Medina, OH, 44256",44256
9-S67d5VyVbYN1bWcZFb6g,StonePepper's Grill,"1200 Settlers Ridge Ctr Dr, Robinson Township, PA, 15136",15136
9tqtjCPLBs_WSC7T9p6ruQ,Project: Pizza,"10435 Clifton Blvd, Cleveland, OH, 44102",44102
9UyjZhGr9qVhwQzWCvElPg,McDonald's,"1280 S Water St, Kent, OH, 44240",44240
9x7LXcLO87GiwMMduqFcCQ,GetGo Caf & Market,"1501 Travelers Pt, Avon, OH, 44011",44011
9xweM3L_Wva9wOctUeABeA,Taco Bell,"807 West View Drive, West View, PA, 15229",15229
9Yo5Fl8wstZlxBnD0G-uHg,Arby's,"4810 McKnight Rd, Pittsburgh, PA, 15237",15237
9z7Nlp24nc4nUbtaQDKOAQ,Burger King,"105 Evco Circle, De Forest, WI, 53532",53532
9zGkU1ahmYCn3DlnKOXhqA,Arby's,"1502 N Prospect Ave, Champaign, IL, 61820",61820
A_EqTA6dWEtBbWs2PEqU4A,Subway Restaurants,"711 State Street, Madison, WI, 53703",53703
A1hKExz2y8V6gyLx7ST2uw,Taco Bell,"534 State St, Madison, WI, 53703",53703
a2QqxyJI2D-I52KV5KBJzA,Subway Restaurants,"7525 Granger Rd, Suite 103, Valley View, OH, 44125",44125
a5HUZPAn8J_cCyi_qQ29vg,Burger King,"4150 State Route 306, Willoughby, OH, 44094",44094
A73Dp0lo9s_Ci9NFDqbhqw,Taco Bell,"2802 Jacks Run Rd, McKeesport, PA, 15131",15131
A7P_PJ3HCKqC4aNUEXJAug,Subway Restaurants,"15317 Detroit Ave, Lakewood, OH, 44107",44107
a7xD9CEepfivEZAKrCEPbw,Wendy's,"4001 Butler Street, Pittsburgh, PA, 15201",15201
A-CLHndPFipIlOP4dukZWA,Wendy's,"215 Barrington Towne Square, Aurora, OH, 44202",44202
ACv-E8CeuStwaRamy3cCrQ,Sonic Drive-In,"1027 Washington Pike, Bridgeville, PA, 15017",15017
adhGGZw7x_Gary5ZwNibbg,Namaste Momo Corner,"4114 Saw Mill Run Blvd, Pittsburgh, PA, 15227",15227
aEnw7dmxed4z38Mlp3mmdA,Subway Restaurants,"6494 Brecksville Rd, Independence, OH, 44131",44131
aFJ8NSdpJi9LcaMm6ICowQ,Burger King,"2110 North Prospect Ave, Champaign, IL, 61822",61822
afnlYi6SPuE6qIlXhg1Q8g,B-K Rootbeer Drive-In,"737 Munroe Falls Ave, Cuyahoga Falls, OH, 44221",44221
aGe49TdPiWCA_5gxMss2fw,QDOBA Mexican Eats,"7402 Broadview Rd, Parma, OH, 44134",44134
AGf5nejxhNfaPN9scruWfg,Arby's,"1540 Norton Rd, Stow, OH, 44224",44224
AgIGsyUA0aKhUGFWOsI4AQ,Wendy's,"610 William Marks Dr, Homestead, PA, 15120",15120
agINEgy0jHy5bkg4u2HOCQ,Sonic,"517 Grandview Crossing Dr, Gibsonia, PA, 15044",15044
AgMtwFmvhaAKfkbYb9TdZQ,Jersey Mike's Subs,"26433 Great Northern Shopping Ctr, North Olmsted, OH, 44070",44070
agslgubMJJRFG9GGa00WtQ,Taco Bell,"26002 Euclid Ave, Euclid, OH, 44132",44132
agxkmEg9ziET-_CUlBrT2w,Five Guys,"30297 Detroit Rd, Westlake, OH, 44145",44145
AGZt_nnu6chlLmFJ9ChS3w,Burger King,"2532 Aurora Rd, Twinsburg, OH, 44087",44087
aHDJO8v0WfTRSE2NblNpDw,Chipotle Mexican Grill,"26420 Great Northern Shop Ctr, North Olmsted, OH, 44070",44070
Ahf4oKZG6gVf1GixmwCQSA,Snappy's Chill Grill,"8995 Avon Belden Rd, North Ridgeville, OH, 44039",44039
AiIJ-hhr954_LPp0CC4h-A,McDonald's,"8308 Greenway Blvd, Middleton, WI, 53562",53562
AKKuS58Ge-cyKf_KaezZKQ,Chipotle Mexican Grill,"29990 Detroit Rd, Westlake, OH, 44145",44145
akRtfcCezswizRIaAqJ4fQ,KFC,"25467 Detroit Ave, Westlake, OH, 44145",44145
AlNp5mSR8N7rAvONm8BXBQ,McDonald's,"4346 Kent Rd, Stow, OH, 44224",44224
Al-oKob7eDmt-_Te9FHuzw,McDonald's,"412 Main St, Grafton, OH, 44044",44044
aNFEAh4xClhLYK8K4ZDpCA,Long John Silver's,"201 Hoffman Blvd, Duquesne, PA, 15110",15110
AnPzJ_xF7QxtrSvLTvWjGg,McDonald's,"606 E Main St, Sun Prairie, WI, 53590",53590
aOyAwLETME9GlxtrsIQnJA,Dairy Queen,"9575 Diamond Centre Dr, Mentor, OH, 44060",44060
Ap0dtO-8P_eg9uAepZyj0A,Taco Bell,"5840 Memphis Avenue, Cleveland, OH, 44144",44144
AQ76VSVrSPajc2qFZDmzeg,Panda Express,"106 E University Ave, Urbana, IL, 61801",61801
aqA2ePlmNbkz_pok9brhcQ,Taco Bell,"117 West Ave, Elyria, OH, 44035",44035
aQKix0iMREiJsFGr7mH1mA,Wendy's,"6296 Steubenville Pk, Pittsburgh, PA, 15205",15205
As3IAxnxayV1-7g4c3wA5Q,Mr. Chicken,"6382 Som Center Rd, Solon, OH, 44139",44139
atu9bo2flyoM3CzihE-OlQ,Wendy's,"1660 Cochran Rd., Pittsburgh, PA, 15220",15220
AtxsOItCn8Ey5daq7TjzSA,McDonald's,"1301 Perimeter Rd, Mount Horeb, WI, 53572",53572
Aua2Vi32K-G4LE0JCtAwiw,McDonald's,"2901 Dryden Dr, Madison, WI, 53704",53704
AV72aytrW-z787seJAku2w,Chopsticks Express,"8800 Day Dr, Parma, OH, 44129",44129
avgWQOnKiRAoJiG4RMDeiQ,Burger King,"810 North Main Street, Oregon, WI, 53575",53575
awGiEZOQ7ldhrzTbibpV2w,McDonald's,"5616 Memphis Ave, Cleveland, OH, 44144",44144
ax8kuBZVtC0_eCn_rN_-6A,Burger King,"1820 East Carson Street, Pittsburgh, PA, 15203",15203
aXGFHBmure6O0xE-0ixUHQ,Burger King,"2239 State Rd, Ste 45, Austinburg, OH, 44010",44010
aY--3CkAvYtS6qrc0ncVHA,Arby's,"2763 County Rd N, Cottage Grove, WI, 53527",53527
aYNIFfjoNiVeqItKReme9A,Burger King,"34275 Aurora Rd, Solon, OH, 44139",44139
aYoeWXcFXu2BsWuYIMd6Ow,Subway Restaurants,"19 W Main St, Madison, WI, 53703",53703
azJAJh8oivpsU9HzlLS6EA,Taco Bell,"421 Commerce Drive, Madison, WI, 53719",53719
B_FkJXtkmpDoDiP8bjot2g,Subway,"2345 4th St, Cuyahoga Falls, OH, 44221",44221
B_Zi_3inMGSxN_HEKssmng,Arthur Treacher's,"1833 State Rd, Cuyahoga Falls, OH, 44223",44223
B1vSkj1lJChP-KdJnvLJUg,Dairy Queen Grill & Chill,"2895 Medina Rd, Medina, OH, 44256",44256
B26WnE0wZ_ZORFMmo9QL1g,Wendy's,"13939 Euclid Ave., Cleveland, OH, 44112",44112
B2N_XO6fX0ILL9c50QuzHg,Taco John's,"902 Meijer Dr, Champaign, IL, 61822",61822
B46YpcGGZ5nBjGLzSJLVbA,Steak Escape West Towne Mall,"118 W Towne Mall, Madison, WI, 53719",53719
b68Blyr9ABuvYsqYMz08GA,Arby's,"5205 Library Rd, Bethel Park, PA, 15102",15102
b8RNi97OHq5-qn2azbNK-A,Taco Bell,"35020 Euclid Ave, Willoughby, OH, 44094",44094
b9xYFHAwEaysVr8dZqM-PQ,Arby's,"3521 Center Rd, Brunswick, OH, 44212",44212
BaIRfAJzaqL0VKizwlTciw,Feeney's Weenies,"2102 Broadway Ave, Pittsburgh, PA, 15216",15216
BB0GxHw1WxN_c7pgpkLRMQ,Taco Bell,"109 Cavasina Drive, Canonsburg, PA, 15317",15317
BbbqKqCNxPf3BeucxO0ziw,Dairy Queen,"704 W Main St, Sun Prairie, WI, 53590",53590
BbJYlQAfKXqurn2MMzw8Hg,Pita Pit,"154 East Main St, Ste B, Kent, OH, 44240",44240
bCGKnZd4vAD_hak9TQQHyQ,Chipotle Mexican Grill,"9754 State Route 14, Streetsboro, OH, 44241",44241
bdEB4XvUqhXSwzClNaOi0A,Daboro's,"1241 Som Ctr Rd, Mayfield Heights, OH, 44124",44124
bdGhOieGyh-8XtH-f7S3bw,Honey Baked Ham Company,"9438 State Route 14, Unit A, Streetsboro, OH, 44241",44241
beBdNA6cEuDLvrhTi_EjKQ,McDonald's,"501 N Mattis, Champaign, IL, 61821",61821
B-eT-dKm_CkXD3BuMBGFrA,KFC,"278 Yost Blvd, Pittsburgh, PA, 15221",15221
bF1BnDBMLDeoJw7ani315A,KFC,"4306 Ohio River Blvd, Bellevue, PA, 15202",15202
BF1orcrZTPLUOx-tRKcAGA,Taco Bell,"10800 Lorain Ave, Cleveland, OH, 44111",44111
BhdmSnBo9903lIYGh_x3kw,KFC,"6030 Enterprise Dr, Solon, OH, 44139",44139
bhEaXCPUbeH28ifzGFigpg,Taco Bell,"600 Chestnut Commons Dr, Elyria, OH, 44035",44035
bhK7V4alUPmzXx8AFta09Q,Taco Bell,"3296 Medina Rd, Medina, OH, 44256",44256
BiIybv8b9to3i01SiY_6xQ,Aces Grille - Middleburg Heights,"6849 Pearl Rd, Middleburg Heights, OH, 44130",44130
bKiZ8TCJ1tKgM-p1_y1qvg,Burger King,"16511 Harvard Rd, Cleveland, OH, 44128",44128
BKNPoWf3bQoxFWf-Kjt3wQ,KFC,"2201 W Springfield Ave, Champaign, IL, 61821",61821
bLHoww-5jMhvcDvJoYrElg,Blaze Fast-Fire'd Pizza,"1401 W Green St, Urbana, IL, 61801",61801
Blw30ULdFKSOgCmf9lfGLg,Sunset Pizza & Grille,"38 E Main, Carnegie, PA, 15106",15106
BLWR8UaDExMxx1z3fhu0Fg,Burger King,"26270 Lorain Rd, North Olmsted, OH, 44070",44070
Bmv3nHS2nfjzhkDQMsLAWQ,Z's Cream & Bean,"2706 Boston Rd, Hinckley, OH, 44233",44233
BMXeJPcosAxfLU-6baO_0Q,Pedros Pedros,"1800 Euclid Ave, Cleveland, OH, 44115",44115
BNEu_EvgbqtKsSTo5GoM5Q,Arby's,"30 East Ave, Tallmadge, OH, 44278",44278
BoTb3FqOsJaFe_koVfyGbw,Chipotle Mexican Grill,"509 Clairton Blvd, Pittsburgh, PA, 15236",15236
BPWZRoeUQaKg5jAqLGkbMw,McDonald's,"400 E Waterfront Dr, Homestead, PA, 15120",15120
bQMONAlis8FP6RByxnaC2Q,KFC,"1324 Nygaard, Stoughton, WI, 53589",53589
bqNV9FU60H9BVPJ4kWptOA,Subway Restaurants,"202-204 N. Charter Street, Madison, WI, 53715",53715
bRrr2tmhBnE1uGFqmdFUhg,Wendy's,"1487 Center Road, Avon, OH, 44011",44011
bTujyZXBsirvchqjVP_S7w,Arby's,"631 Hometown Cir, Verona, WI, 53593",53593
bUbKPCN1RQcykWHj6jZCig,Wendy's,"1331 W. 117Th Street, Cleveland, OH, 44107",44107
bVE26iEtkEsAWZHMVyAPeQ,Five Guys,"3100 Westgate, Fairview Park, OH, 44116",44116
bvFq5igEVGc9UAP3IVfYFA,Subway Restaurants,"2522 Allen Blvd., Middleton, WI, 53562",53562
BX-JlaAowcQ5FpPsS4d9rg,Burger King,"3299 Steelyard, Cleveland, OH, 44109",44109
ByNk-TOnPjoAKrk8NjCW9g,Wendy's,"2280 Lebanon Church Rd, W.Mifflin, PA, 15122",15122
C1gj-EqhSZ1BcCejDyV-fQ,Sonic Drive-In,"120 Towne Centre Dr, Wexford, PA, 15090",15090
C1p3eAhzX3w8VxsJKH3iXw,Chipotle Mexican Grill,"4015 Richmond Rd, Warrensville Heights, OH, 44122",44122
c2uAqJ2REpLMCZO2jxdi9w,Five Guys,"901 B West Anthony Dr, Champaign, IL, 61821",61821
C3d4HqDjWq9e_0cPfmPykg,Moe's Southwest Grill,"2041 S Neil St, Champaign, IL, 61820",61820
C3Z5nHWtpalpMJDWWqurcw,Max & Erma's,"900 Gamma Dr, Pittsburgh, PA, 15238",15238
c4zZtYOWyw0CC2GfuN8vFg,Sports Fanatics,"31640 Vine St, Willowick, OH, 44095",44095
c6yZyJqvecI-vne3aNsNRA,McDonald's,"14235 Puritas Rd, Cleveland, OH, 44135",44135
C8jxaI_NmVpINEy0JquNZw,McDonald's,"1787 State Rd, Cuyahoga Falls, OH, 44223",44223
c9PkUjunOI49r9oO4ZJcmQ,Taco Bell,"1707 S. Neil Street, Champaign, IL, 61820",61820
CAbvaSyOEsorzopTIx16fg,A&W Restaurant,"4905 County Hwy V, De Forest, WI, 53532",53532
CADEGYHiM3IQHPO2X3OOwQ,Jimmy John's,"14993 Pearl Rd, Strongsville, OH, 44136",44136
caLhJMeGjxERIK3qp9aG_w,Subway Restaurants,"24801 Brookpark Rd, North Olmsted, OH, 44070",44070
CAPyzR253fpVmsypJDi-hQ,Portillo's Hot Dogs,"4505 E Towne Blvd, Madison, WI, 53704",53704
cB4DaZlZ2bfRqXkNiE5kpA,Taco Bell,"3250 Center Rd, Brunswick, OH, 44212",44212
CBlqMTIVWMUfLOGi6aRbKw,Subway Restaurants,"5321 Center Rd, Brunswick, OH, 44212",44212
C-C6LzR6xJ4w5pu6pNg9DA,Subway Restaurants,"1301 Pittsburgh Street, Cheswick, PA, 15024",15024
cdHqkN6Mi6Q5WlwgOyokUA,Fresh & Meaty Burgers,"13187 Cedar Rd, Cleveland Heights, OH, 44118",44118
CdrIw6JSvzXkGpEcjG1sKA,Al's Fish & Chicken,"1860 Centre Ave, Pittsburgh, PA, 15219",15219
cenEs8pZINlsu1fSpzHizQ,QDOBA Mexican Eats,"548 State St, Madison, WI, 53703",53703
CeRxRXE4N_oKT0eFingcpA,Burger King,"65 Montrose West Ave, Copley, OH, 44321",44321
cEtvNfDOSjvT7k_-fe8ISQ,Dairy Queen,"1000 Washington Ave, Carnegie, PA, 15106",15106
CF7AmDSZhGLrkP3iZrlm-A,Subway Restaurants,"8585 Pearl Rd, Strongsville, OH, 44136",44136
cFDpY9Y-s2yNnsqNk__xqQ,Chick-fil-A,"5300 Riverside Dr, Cleveland, OH, 44135",44135
cfjkP0icF3wdaOJQJUy9sw,Wendy's,"5422 Baum Blvd., Pittsburgh, PA, 15232",15232
CfwrsG76Wm4iLS22v_wAcg,McDonald's,"6421 Pearl Rd, Parma Heights, OH, 44130",44130
CG6L_c3xsN4L7JzKhgCdiQ,Subway,"1609 S Braddock Ave, Pittsburgh, PA, 15218",15218
cGwjmFa3tNmM9BUgLTKdYw,Five Guys,"753 Howe Avenue And Clyde Ave, Cuyahoga Falls, OH, 44221",44221
cHoijmWGVcSCAf5FyLqvPA,Taco Bell,"940 North Leavitt Road, Amherst, OH, 44001",44001
Ci8mH1OTVhH-kl2Cq8-QNQ,Burger King,"2379 Noblestown Rd, Pittsburgh, PA, 15205",15205
CiGefVc9Uc-4H_aNgOMWhQ,Sakkio Japan,"1301 E 9th St, Cleveland, OH, 44114",44114
cJCdtFwcRNiKzZELKoyw9Q,McDonald's,"14615 Pearl Rd, Strongsville, OH, 44136",44136
CjT9tk594dmyYJb8hS3P4A,Long John Silver's,"7390 Mentor Ave, Mentor, OH, 44060",44060
ckbDWYPT8TP7etP0WHU2Yg,Blaze Fast Fire'd Pizza,"290 Settlers Ridge Center Dr, Pittsburgh, PA, 15205",15205
CKqHfvcqx73-Uz0xGMHL6Q,Wingin Out,"301 E Green St, Champaign, IL, 61820",61820
cL38u23Ez492pToB4xZZXQ,Pedro's Pedro's,"Tower City Ctr, Cleveland, OH, 44113",44113
clmjilkPbjl3B5qRSHB1rQ,Auntie Anne's,"230 W Huron Rd, Cleveland, OH, 44113",44113
CNXUru6x_qrG8R-IeOuwgQ,McDonald's,"1705 S Philo Rd, Urbana, IL, 61801",61801
CnzA13qvPRibyA4eACQKFQ,A&W Restaurant,"1124 W Main St, Kent, OH, 44240",44240
Co1cnSA3o3sSNdsGbItXSw,McDonald's,"505 Lincoln Hwy, North Versailles, PA, 15137",15137
cOAG9-d6fpbizZlVPd11xA,Jimmy John's,"2839 Fish Hatchery Rd, Ste 3, Fitchburg, WI, 53713",53713
CObgcxFJuEXZZpm4Mw3z1A,McDonald's,"1605 S Neil, Champaign, IL, 61820",61820
CP7TRCpeBr1sTtWqcfRHxQ,McDonald's,"225 Mount Lebanon Blvd, Castle Shannon, PA, 15234",15234
cPBYAFbkTd0sk9prwMW3wQ,Jersey Mike's Subs,"4223 E Royalton Rd, Broadview Heights, OH, 44147",44147
CPMughTfh7nuKZzXCZJdHA,Subway Restaurants,"133 W 8th Ave, Homestead, PA, 15120",15120
cprIQ1e2be5LD7jpPEyiSw,McDonald's,"3051 E Washington Ave, Madison, WI, 53704",53704
cqJBTRVx614nqlLEkzL7Uw,Taco Bell,"5001 University Ave, Madison, WI, 53705",53705
cRDEkJWuXpKzuSYUpmyX5w,Subway,"6602 Mineral Point Rd, Madison, WI, 53705",53705
CS3ykvbERsTrVxL9HPoCOw,Chipotle Mexican Grill,"1720 Washington Rd, Pittsburgh, PA, 15241",15241
Cs7Zny0ijnyE9nZWSLBnAg,Toast,"728 State St, Madison, WI, 53706",53706
CtZcJUItpyAqfqZu39B9aw,Dairy Queen,"4237 Verona Rd, Verona, PA, 15147",15147
cUNpXDD8AK0m-BFXTHM4BQ,Dairy Queen Grill & Chill,"715 Portage Trl, Cuyahoga Falls, OH, 44221",44221
CuP3Z3CUZrV22FytT_uZ1A,Chipotle Mexican Grill,"7683 W Ridgewood Dr, Parma, OH, 44129",44129
cvM7SnDFJdaUGJXxzz_Z2Q,Dairy Queen,"400 Lebanon Rd, West Mifflin, PA, 15122",15122
cWPk6POuAaK8eYrwZVt5TQ,The Red Caboose,"Route 51, Rostraver, PA, 15012",15012
cxCxWI097kFvORVhCLd6kw,Wendy's,"502 Liberty Ave, Pittsburgh, PA, 15222",15222
CxvirkRLRYaspG6GKn73YQ,McDonald's,"22801 Emery Rd, Warrensville Heights, OH, 44128",44128
cYshR_iYRMFhyLmqjAX_SQ,Rally's,"3806 West 150th Street, Cleveland, OH, 44111",44111
CZMubW8II3eoXjTao-1aqg,KFC,"6190 Steubenville Pike, McKees Rocks, PA, 15136",15136
CZNeNfo_6C8d3lFbkL_8vA,McDonald's,"5261 Library Rd, Bethel Park, PA, 15102",15102
d0GmiP5cai20VZr0a_bNnQ,McDonald's,"2090 Lebanon Church Rd, West Mifflin, PA, 15122",15122
d1-X_lnO4e00Xso0LF9Zgw,Long John Silver's,"807 W View Park Dr, Pittsburgh, PA, 15229",15229
d24LIT55-aAr7l1X99vpjw,McDonald's,"8329 Mayfield Rd, Chesterland, OH, 44026",44026
d2VdAB1-AasPxxLPL6QE4A,McDonald's,"2750 Prairie Lakes Dr, Sun Prairie, WI, 53590",53590
d2yEVlD-cGHj7p_cb7FqqQ,Mr. Hero,"32730 Walker Rd, Ste D2, Avon Lake, OH, 44012",44012
D3aXLx-RMsb2C8EDngqCFA,Dairy Queen,"15500 W High St, Middlefield, OH, 44062",44062
D4YDe_3JihDEPUosO5nH-A,QDOBA Mexican Eats,"20090 Van Aken Blvd, Shaker Heights, OH, 44122",44122
d6HIVWuKtIKZUxx_xLW7MA,Arby's,"15893 W High St, Middlefield, OH, 44062",44062
d8cpM8aV90Esmd1rlRgVbg,Wendy's,"250 E. 222Nd Street, Euclid, OH, 44123",44123
d8GO3bHelHn8n3T4p34wpQ,The Chicken Run,"6401 University Ave, Middleton, WI, 53562",53562
DACx2AMjv0WS0bu3zU-iLw,Subway Restaurants,"4041 State Rd, Cuyahoga Falls, OH, 44223",44223
DaxEPd4fQNCksMy3xzBraA,McDonald's,"6201 Brecksville Rd, Independence, OH, 44131",44131
DaxtKpqvxqzXdVg74ctcOQ,Auntie Anne's,"1000 Airport Blvd, Moon, PA, 15108",15108
