name,business_id,star_y,BikeParking,Caters,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsTableService
Dairy Queen Grill & Chill,SrmRT2kc3v5VUWKS3_IFBQ,3,FALSE,FALSE,quiet,TRUE,FALSE,FALSE
Taco Bell,6mgsljkXCDL9PbHNDmCjhg,1.5,NA,NA,loud,FALSE,FALSE,NA
Al's Fish & Chicken,CdrIw6JSvzXkGpEcjG1sKA,4,TRUE,TRUE,quiet,FALSE,FALSE,FALSE
Taco Bell,VmZJV5-NaZoyEFrTWjjlyg,3.5,NA,NA,NA,NA,TRUE,NA
Jimmy John's,Ep3hcbZdiIpQs7h5FpGRcQ,2,NA,TRUE,NA,FALSE,TRUE,NA
Wendy's,r1Y1wRqLu3gqpis-ccNBow,2,FALSE,FALSE,quiet,FALSE,FALSE,NA
Pita Pit,Y12k9hJS8BPo-lAgjvtdNw,3.5,NA,NA,NA,NA,TRUE,NA
White Castle,LcSbRF9yn9i5gTpYO613kg,3,FALSE,FALSE,quiet,FALSE,FALSE,NA
KFC,uDWZg3j4HpZCojNrp80hPw,2.5,NA,FALSE,NA,NA,TRUE,NA
McDonald's,2dTjaNEpiVeBAt6JLBQsOw,1.5,FALSE,FALSE,loud,FALSE,FALSE,NA
Sonic Drive-In,2BEJCBkNzOBXaydBJf5k0A,3,FALSE,FALSE,average,TRUE,FALSE,FALSE
McDonald's,pcQ0hmOHB_oqrG-Mn7ewYg,1.5,NA,FALSE,average,TRUE,TRUE,NA
McDonald's,mBBsJUT6x-_Wr9qOy3TBxQ,3,NA,NA,average,NA,TRUE,NA
Taco Bell,IkDhIjEIzE0a_eP4xWNiZw,2.5,TRUE,FALSE,average,FALSE,TRUE,FALSE
Jimmy John's,dpe7iL_qDhp-Y-xNGJTSyg,4,FALSE,TRUE,very,FALSE,TRUE,NA
Sarku Japan,tx_0mIXEr4TPucSYyfA2eg,2.5,NA,NA,NA,FALSE,NA,NA
Arby's,uT6lK4WSKCLrym6aYvuzQQ,3,NA,NA,NA,FALSE,FALSE,NA
Burger King,rn7oMLg6JJpDAJ_okzt67w,2.5,None,None,None,None,FALSE,NA
Wendy's,7vqsCTpH_QFomi0Q_URf2w,1,FALSE,FALSE,quiet,FALSE,FALSE,NA
Wendy's,kE7_pIsUavOAQ9LSRcKCWg,1.5,NA,NA,NA,FALSE,FALSE,NA
McDonald's,USXA_daAmAkcEzHju4Hpqw,2.5,FALSE,NA,loud,TRUE,TRUE,NA
Five Guys,cGwjmFa3tNmM9BUgLTKdYw,4.5,TRUE,FALSE,average,TRUE,TRUE,NA
Jimmy John's,7BbAioq8HznulMvMQDbcDg,3,NA,TRUE,NA,NA,TRUE,NA
Burger King,kp_CMAIdAgzse2NYtYsJRw,2.5,NA,NA,NA,NA,NA,NA
Chipotle Mexican Grill,EBu_FnM4yAZFKRM6ZE_zNw,2,FALSE,TRUE,loud,TRUE,FALSE,NA
Burger King,969_545ulxR1n0kBR76FnQ,3.5,NA,NA,NA,NA,FALSE,NA
McDonald's,3_B0wzo2p5tVU8zGiRNMCg,1.5,NA,NA,NA,NA,TRUE,NA
McDonald's,2WVNZiLZQqzVZchyPpr7Wg,1.5,NA,NA,NA,NA,TRUE,NA
Rally's,ris62LHWvRJt5j9FhHU03Q,2,NA,NA,NA,NA,NA,NA
Wingstop,Scjd6eKQ2zWiecxQcbGXIg,2.5,NA,NA,NA,NA,NA,NA
McDonald's,Sg3qj0mhSEYX4Co3fVHHwQ,1.5,FALSE,FALSE,loud,TRUE,TRUE,NA
McDonald's,AnPzJ_xF7QxtrSvLTvWjGg,2,NA,NA,NA,NA,NA,NA
Jimmy John's,G_0mX9G0wFIGdrL1XhKYTQ,3.5,NA,TRUE,quiet,NA,TRUE,NA
Wendy's,o10-_WmF3MF5uXwMWGg5VQ,1,FALSE,FALSE,NA,FALSE,NA,NA
Steak n Shake,vEsAPc0fEDP1YPeSQanxfQ,2.5,FALSE,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,VdlbAvRYAqb8B4SIe8LhlA,1,NA,NA,NA,NA,TRUE,NA
Jersey Mike's Subs,iNQQ0DkYQdRm0AtCwvoQxA,4.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,sC2R8zbTG7UpFN6EyStUWg,2.5,NA,NA,NA,NA,FALSE,NA
Dunkin',i0bHCjfICwUTcZ1NXSFlvw,2.5,FALSE,FALSE,average,FALSE,FALSE,NA
Arby's,Uc6pfmAw3J_k3WF4U9YN8A,3,NA,NA,NA,NA,FALSE,NA
KFC,B-eT-dKm_CkXD3BuMBGFrA,2,NA,TRUE,NA,NA,FALSE,NA
Subway Restaurants,ESfy7oARQJaxweiARmP01Q,2,NA,NA,NA,NA,TRUE,NA
Arby's,EtWY35uKm4ogoNV0L6SkCg,3.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,0uooVWLDOkqo3Of3g2LDTA,3.5,NA,NA,NA,NA,FALSE,NA
Chipotle Mexican Grill,m7vv40MnYXdvxRkGCYhGTQ,3,TRUE,TRUE,average,TRUE,FALSE,NA
McDonald's,eCmLyXPKBxK7p_MKmBwT9Q,2,FALSE,NA,NA,FALSE,FALSE,NA
Long John Silver's,d1-X_lnO4e00Xso0LF9Zgw,1,NA,NA,NA,NA,FALSE,NA
Wendy's,6VWmXeUDmMvVhb8zqWti-w,2,FALSE,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,ePOqi66yPPNbRMqYB5c2HQ,2,FALSE,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,HBWTzvOFFTEYWNzuGelMLQ,1,NA,NA,NA,NA,NA,NA
Subway Restaurants,g3QKL6Vd_kfmQABVUTtIAA,3,NA,NA,NA,NA,NA,NA
Swensons Drive-In,#NAME?,4,NA,NA,NA,FALSE,FALSE,TRUE
Firehouse Subs,37srKuggiC-LF2kTE6NmWw,4,NA,NA,NA,NA,TRUE,NA
Burger King,mzGrMnuHJpPJEF7E4esGqw,1.5,NA,FALSE,NA,NA,TRUE,NA
Burger King,quYlYKkiZ5qRLdu-_hew7g,1.5,NA,NA,NA,NA,NA,NA
Starbucks,osbH4NjOzDpilS4fPvz5jA,1.5,NA,NA,NA,NA,NA,NA
Jin's Chicken and Fish,SMtnQ_KdWUL36t3nV497uw,4,NA,NA,NA,NA,FALSE,NA
McDonald's,WhE9x893xLpGE4uwqxWRPw,2,NA,NA,NA,NA,TRUE,NA
Wendy's,R_RQyidw2F6bPb2NGbRxLw,1.5,NA,NA,NA,NA,FALSE,NA
Chipotle Mexican Grill,wSk7mIeZ9t5yh4E7Wn_OTQ,2.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,8qTuIU_goGWDoFdYFGLJUA,2.5,FALSE,TRUE,average,FALSE,FALSE,FALSE
Tasty Platters and Fried Chicken,TtbMUjZMMloSZR9l2TrcAQ,2,TRUE,TRUE,NA,TRUE,TRUE,FALSE
Pots n Tots,MGCWF-ZthTpDVChvFelBRA,5,NA,NA,NA,NA,NA,NA
Chick-fil-A,_p0_p2SD5YY4y2R2eLm_0Q,4,NA,TRUE,NA,TRUE,TRUE,NA
McDonald's,FuxoVLzUrVwJWImV3nghVg,1,NA,NA,NA,NA,TRUE,NA
QDOBA Mexican Eats,cenEs8pZINlsu1fSpzHizQ,3,TRUE,TRUE,loud,FALSE,TRUE,NA
Steak n Shake,9Lu2VvdAPswV-RRiQFfXXQ,2,FALSE,FALSE,average,FALSE,FALSE,NA
Chick-fil-A,0qh5uSAUDcVzC6hoPsAPvA,4,TRUE,TRUE,average,TRUE,TRUE,FALSE
Jimmy John's,53yL2qRT4dBKd_bt02tcJQ,3.5,TRUE,TRUE,average,FALSE,TRUE,NA
Aces Grille - Middleburg Heights,BiIybv8b9to3i01SiY_6xQ,2,FALSE,TRUE,average,TRUE,FALSE,NA
Smoky Jon's No 1 BBQ,UFyzcr1y2r3y-e_tNpA9VA,4,TRUE,TRUE,average,FALSE,FALSE,NA
Tea House Noodles,tWtuHpIFtQHMQq8q8DG3dA,4,TRUE,TRUE,average,FALSE,TRUE,NA
Chipotle Mexican Grill,VFv7NcPW9ajUTLleJ8wOQA,3.5,TRUE,TRUE,average,FALSE,FALSE,NA
Taco Bell,EUgHFeAvock2Ut3iWPlG8Q,2,TRUE,NA,NA,NA,TRUE,NA
Hot Head Burritos,MN2oRaV4bZEbBIy_w7fNEQ,3.5,TRUE,TRUE,average,TRUE,None,NA
Freddy's Frozen Custard & Steakburgers,VSkNNLEGTwVCjXTqQ4rCrg,3,TRUE,NA,average,TRUE,FALSE,FALSE
Skyway Drive-In Restaurant,Pc9CJBuQgtBU_ddPz4c-LA,4,TRUE,NA,quiet,TRUE,FALSE,NA
Starbucks,LVjo-nTZt7FoOMBJfiKs3A,3.5,TRUE,FALSE,NA,NA,FALSE,NA
Chipotle Mexican Grill,8Rydf8hXleCwbCN9nvmZ4Q,3.5,TRUE,TRUE,average,TRUE,TRUE,NA
Rascal House,pGu7YwnkIueer-3r3pkQdg,3,TRUE,TRUE,quiet,FALSE,TRUE,FALSE
Chipotle Mexican Grill,phrJCsa0I_OEWExpiTET8A,3,TRUE,TRUE,loud,TRUE,TRUE,FALSE
Wendy's,RagiJXWUQTgV1scGNbWGtg,1.5,TRUE,NA,NA,TRUE,FALSE,NA
Five Guys,uxm2CPgLbs98s9OGPu5gXg,4,TRUE,FALSE,loud,TRUE,TRUE,NA
Chipotle Mexican Grill,C1p3eAhzX3w8VxsJKH3iXw,1.5,TRUE,TRUE,average,TRUE,FALSE,NA
Steak n Shake,TW_pFdWTwjF8lys2tc7nuA,3.5,TRUE,FALSE,average,FALSE,FALSE,NA
Burger King,Xoahafjr-Hz9zLrodYvDBA,2,TRUE,NA,average,FALSE,FALSE,NA
Burger King,ax8kuBZVtC0_eCn_rN_-6A,2,TRUE,FALSE,average,TRUE,None,NA
Chick-fil-A,T4hTzbaZg1m178ziHWqIqg,4.5,TRUE,TRUE,average,TRUE,FALSE,NA
Chicken Grille,zi6cB_bkswWPLD2k3IVtyg,3.5,TRUE,FALSE,quiet,FALSE,TRUE,FALSE
Chick-fil-A,k6Az9d7_eUG68TwwjBsuOg,3.5,FALSE,TRUE,loud,TRUE,FALSE,NA
QDOBA Mexican Eats,rRAKvF-E_fnikHK4WSpXrA,3.5,TRUE,TRUE,quiet,TRUE,FALSE,NA
Wendy's,TTZeAqyG5L5JzoX6aMhfHA,1.5,FALSE,NA,loud,FALSE,FALSE,NA
Jersey Mike's Subs,jLm8GfRFDJhBKwLlnaUvSw,4.5,FALSE,TRUE,quiet,FALSE,TRUE,NA
Arby's,zvf4U6LJdNGOEogmmCOsLA,3,NA,NA,NA,NA,FALSE,NA
Patron Mexican Grill,RUxAdd3mmNkejoTAX2YIDw,3.5,TRUE,FALSE,average,TRUE,FALSE,TRUE
Best Gyros,mVTa6yJrJE8cGg7A4hSXbg,4,TRUE,TRUE,average,TRUE,TRUE,NA
Harold's Chicken,q7O9lH4PaBZj3FTIhRYnkQ,3.5,TRUE,TRUE,average,TRUE,TRUE,NA
Arby's,eTjaYqh8BNiQp9T-ERMm8w,3,TRUE,FALSE,average,FALSE,FALSE,NA
Hardee's,FE135tFrIhxrtAkf6-A1Rw,4,FALSE,NA,average,TRUE,FALSE,NA
Popeyes Louisiana Kitchen,46F7TUZ84GrDgZvkPPuL_Q,3.5,TRUE,TRUE,average,FALSE,FALSE,NA
Chipotle Mexican Grill,5VLwQAIheQwmpusFa-tC6w,3,TRUE,TRUE,average,TRUE,FALSE,NA
Five Guys,x9ABq0u2quurwRYlVDydVg,3,NA,NA,average,NA,FALSE,NA
Chipotle Mexican Grill,FutUAQPBfCeTmqytfDW1pA,2.5,TRUE,TRUE,loud,FALSE,FALSE,NA
Guthrie's Chicken Fingers,OCxl56kc8QcxxA-uLxNfIw,4,TRUE,TRUE,average,TRUE,None,NA
McDonald's,UobSPAAzgt7HKmWoepi31A,2,TRUE,FALSE,NA,FALSE,TRUE,NA
Denny's,5XSmSsHpQI5hvB90URhJtQ,2,TRUE,FALSE,average,FALSE,TRUE,NA
Wendy's,_4Tus-IHFA4ErdNg32yvBQ,2,TRUE,FALSE,average,FALSE,FALSE,NA
Taco Bell,SloPgHVOCd-3pMWvJ7znlw,3,FALSE,FALSE,average,FALSE,TRUE,NA
Burger King,iJ0UcpdQ28WBpZ_QtASCaA,2.5,NA,NA,NA,NA,None,NA
Chipotle Mexican Grill,kUICYu0N_TbtCz0Z8ynPFw,3,TRUE,TRUE,loud,FALSE,FALSE,NA
White Castle,qgOYLIfw4-xB1CePD7APkA,3.5,NA,NA,NA,FALSE,NA,NA
Chick-fil-A,YdxdvZwt1FddrGQ0Pu5CxQ,3,TRUE,TRUE,loud,FALSE,FALSE,NA
McDonald's,dFZ8hE_RZJeCuWnfY1oo4w,2,NA,FALSE,very,FALSE,TRUE,NA
Arby's,3C_S1j70o3nYJUTvnVo7dQ,3.5,TRUE,NA,NA,FALSE,FALSE,NA
Chipotle Mexican Grill,itnExCtgV-49SKgMs3M7kg,3.5,FALSE,TRUE,very,TRUE,FALSE,NA
Dairy Queen,_D7rUvTYVivYBDeGL_gTVQ,1.5,TRUE,FALSE,NA,NA,NA,NA
Chipotle Mexican Grill,gkeGCryFC7z2vlFSDdKH0g,3,TRUE,TRUE,average,TRUE,FALSE,NA
DiPietro's,ynKAUSYi3c8M-rkVJI1PcQ,3.5,TRUE,FALSE,average,FALSE,TRUE,NA
Taco Bell,nqNre01QKjaBfmfW7FAueQ,2.5,FALSE,FALSE,very,FALSE,TRUE,NA
Popeyes Louisiana Kitchen,4SGa5HFu7Q4rrsAAWJa-ew,2.5,FALSE,TRUE,loud,FALSE,FALSE,FALSE
Hardee's,L4WXLHf2p_qoLgiPwzTSgA,1.5,NA,FALSE,average,FALSE,FALSE,NA
Firehouse Subs,7jSku7puwAVGyEtkv37Egw,4,NA,NA,NA,NA,TRUE,NA
Arby's,ErA5pNFXCa2EQpTW2o2-Gg,3.5,FALSE,FALSE,average,FALSE,FALSE,NA
Rally's,2Q5MJgaMBPDGpbd2z8SIng,2,TRUE,FALSE,quiet,TRUE,FALSE,NA
McDonald's,c6yZyJqvecI-vne3aNsNRA,1.5,NA,NA,NA,NA,TRUE,NA
Raising Cane's Chicken Fingers,V42xxD1B1N_I5KSBb2UsCA,3,NA,NA,NA,NA,FALSE,NA
Chipotle Mexican Grill,jqy0XVyE2KV_hZ32M6Zueg,2.5,FALSE,TRUE,average,TRUE,FALSE,FALSE
Chipotle Mexican Grill,CuP3Z3CUZrV22FytT_uZ1A,2,TRUE,TRUE,average,TRUE,FALSE,FALSE
Wendy's,s8sAe29mA8q1eQwdC1qAKw,2,TRUE,NA,loud,FALSE,FALSE,TRUE
Chipotle Mexican Grill,x-tXcUgPjaP9Q0lYMBKZnQ,2.5,TRUE,NA,NA,FALSE,FALSE,NA
McDonald's,_tJ1mf_KEL4sx5fh9DTtTw,1.5,NA,NA,NA,NA,TRUE,NA
Mr. Chicken,As3IAxnxayV1-7g4c3wA5Q,2.5,TRUE,FALSE,average,FALSE,TRUE,NA
McDonald's,wCoAzScVWpL9bsDsyf1EIQ,2,TRUE,NA,NA,FALSE,TRUE,NA
Subway Restaurants,CBlqMTIVWMUfLOGi6aRbKw,1.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,SViPlfsmwqvWNxZuVOgOMQ,2,NA,TRUE,quiet,TRUE,FALSE,NA
Burger King,ELlk3Vol0lPKzwHxp-MoAw,3.5,FALSE,NA,NA,NA,FALSE,NA
Arby's,GQOvHuqaFMLZQ1-EfFEJnw,2.5,FALSE,FALSE,average,FALSE,FALSE,NA
Wendy's,PxZBTBvhKcTQ0pXhCdy4Ng,2.5,NA,NA,NA,NA,FALSE,NA
Taco Bell,1fMXFNFwZEtTy9p8sEmiNw,2,NA,NA,average,NA,TRUE,NA
Subway Restaurants,RDr-19q3FSDLezc_kJK88w,3,NA,NA,NA,NA,TRUE,NA
Dairy Queen,145CBYKmq8mYiAA5ltPsRw,4,NA,NA,NA,NA,NA,NA
Pita Pit,BbJYlQAfKXqurn2MMzw8Hg,2.5,TRUE,TRUE,quiet,FALSE,TRUE,FALSE
Panda Express,rcnjeruxT_-zThMekbMUbA,2.5,NA,NA,NA,FALSE,FALSE,NA
Arby's,ts4ZmG1Fde5UfQDDskR5eQ,4.5,FALSE,NA,NA,FALSE,FALSE,NA
Subway Restaurants,dMP29gTLicNLWhATxP2Dxg,2.5,NA,NA,NA,NA,TRUE,NA
QDOBA Mexican Eats,FQXu06x5D5huxPbK04DItw,3.5,TRUE,TRUE,average,FALSE,FALSE,NA
McDonald's,ESIGmCLS5RgOLCWN7e8TFQ,1,TRUE,NA,loud,TRUE,TRUE,NA
Swensons Food Truck,vMqIaq_29ru7G7z3QiWWRg,4,NA,NA,NA,NA,NA,TRUE
McDonald's,leG7stzwTdc37b8Ma1TEeA,1.5,FALSE,FALSE,quiet,FALSE,TRUE,FALSE
Quiznos,OFW2HD4_0T2pExMsmFKx-w,4.5,FALSE,TRUE,quiet,FALSE,TRUE,NA
Subway Restaurants,qpTOf3P3lN4HXqbRuTrh7Q,3,FALSE,FALSE,average,FALSE,FALSE,NA
Taco Bell,#NAME?,3.5,NA,FALSE,average,FALSE,TRUE,NA
Burger King,Ci8mH1OTVhH-kl2Cq8-QNQ,1.5,NA,NA,NA,NA,None,NA
Starbucks,tyniJe6u80Z7QmWlX7Wmaw,2.5,TRUE,TRUE,NA,TRUE,NA,NA
Burger King,gOaveyoq1_-xeDEm4ea49g,2.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,hAvbgXux4yn4_9IBtwzhXQ,2.5,NA,NA,NA,NA,NA,NA
Burger King,KSIGq7FtrwsJ5IBmyGEUKA,2,TRUE,FALSE,loud,FALSE,FALSE,NA
Jimmy John's,#NAME?,4,TRUE,TRUE,loud,TRUE,TRUE,FALSE
Dairy Queen Orange Julius,JmdgFq9sgXUIzeqalwrTRA,3.5,FALSE,NA,NA,TRUE,FALSE,NA
McDonald's,PIDtIPKa4Fmd6eMEi7B2jA,2.5,TRUE,TRUE,loud,FALSE,TRUE,NA
Burger King,oHvo9vcYoOC36pLkCFUQjw,1.5,FALSE,FALSE,average,FALSE,FALSE,NA
Burger King,y5TdoIb0kddMn99Ahp206A,3.5,NA,TRUE,average,FALSE,TRUE,NA
Burger King,fKJK8Wrfhq9n6qNqWZ6J0Q,2,NA,FALSE,NA,FALSE,FALSE,NA
McDonald's,W3LsG6pz_RM4DXhfX6NSgw,1.5,NA,NA,NA,NA,TRUE,NA
Chick-fil-A,MYJqBLlBsHjEA0sVgF73TA,4,FALSE,TRUE,average,FALSE,FALSE,NA
Sonic Drive-In,ACv-E8CeuStwaRamy3cCrQ,2.5,TRUE,FALSE,NA,TRUE,FALSE,FALSE
Wendy's,HqzT2TsomtpB_5BDjNtaBA,2.5,NA,FALSE,NA,NA,FALSE,NA
Subway Restaurants,0QgFIP9W0eGZSxCSQRQSCg,2.5,NA,NA,NA,NA,TRUE,NA
Wendy's,miiptVrDH-qHT4wmI-Lk8g,3,NA,FALSE,average,FALSE,FALSE,NA
Burger King,w-pXv6yfjkA0wi-yi3F8UQ,3,NA,FALSE,quiet,FALSE,FALSE,NA
Chick-fil-A,qpa8Y4VAMQKh8P5zqC5Y4g,4,TRUE,TRUE,average,TRUE,FALSE,FALSE
Subway Restaurants,KO4wWuH2EP5PPKvt7xKqMA,2.5,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,3kSVpKOk309sOuU2MvI9uA,1,TRUE,NA,NA,FALSE,FALSE,NA
McDonald's,7TMcUzNqnUV5Bfwni800HQ,2,TRUE,FALSE,loud,TRUE,TRUE,NA
Burger King,W6_HAvErr18PWOyIUCDdSA,2,NA,NA,NA,NA,NA,NA
Chick-fil-A,F-X6fPKAPSoMShHXznxJfw,3.5,FALSE,NA,average,FALSE,FALSE,NA
Burger King,jux9zFaGcIRjrMIBaVJsHQ,3,TRUE,NA,NA,FALSE,TRUE,NA
Dairy Queen,HFvgLWAIoVFUdD7PaMu5wQ,2.5,FALSE,NA,NA,NA,NA,NA
Taco Bell,cqJBTRVx614nqlLEkzL7Uw,2,NA,NA,NA,NA,NA,NA
McDonald's,U_Hxyrx7yGDliv_TPa6i_A,2,NA,NA,NA,NA,NA,NA
Arcade Pizza,rwKSKNRKXVERaltnjVltEA,3.5,FALSE,FALSE,quiet,FALSE,TRUE,NA
Long John Silver's,G9nXLXhxqYFRD8kChMsYHg,2.5,FALSE,FALSE,quiet,FALSE,FALSE,FALSE
Long John Silver's,Prd8JRVvPvL2d32GgtNCwQ,1.5,NA,FALSE,average,FALSE,FALSE,NA
Dairy Queen / Orange Julius,_hyTrtBKh9YJxnV--ixJVQ,3,NA,NA,NA,NA,FALSE,NA
McDonald's,AiIJ-hhr954_LPp0CC4h-A,2.5,TRUE,FALSE,average,TRUE,TRUE,NA
Burger King,I-D4qEtJJ4okSLrLKxMMRw,3.5,NA,NA,NA,NA,FALSE,NA
Jersey Mike's Subs,Lxs7WIMiZXgF8lwR9gXNrg,3.5,NA,NA,NA,FALSE,FALSE,NA
Chipotle Mexican Grill,YkxLtxukjmYzwbblch_hRQ,1.5,NA,NA,NA,NA,NA,NA
Taco Bell,dUtSIQouki34zUC2Se-NzA,3.5,NA,NA,NA,TRUE,NA,NA
Wendy's,XV9KK1vTTzrYLYxQPMuM9Q,2.5,NA,NA,NA,FALSE,FALSE,NA
Arby's,lbUKEN7XVdD_FEF61TlQeA,3.5,NA,NA,quiet,NA,FALSE,NA
Jimmy John's,hT4S-jtRapUap_kzygb_Hw,4.5,NA,TRUE,NA,NA,TRUE,NA
Chipotle Mexican Grill,SormG5HwTFhWrPk8Uog0dw,1.5,FALSE,TRUE,loud,FALSE,FALSE,NA
Burger King,suIn6SJHBJaOVOOikpWNOg,1.5,NA,NA,NA,NA,TRUE,NA
The Icehouse,u2b3bHo4BES5al0nBJj1Ww,2,NA,NA,NA,NA,FALSE,NA
McDonald's,d0GmiP5cai20VZr0a_bNnQ,2,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,MQ3o9sFS1m1L2Gb_hvvYSQ,1.5,NA,NA,NA,NA,None,NA
Wendy's,ByNk-TOnPjoAKrk8NjCW9g,2.5,FALSE,NA,NA,FALSE,FALSE,NA
McDonald's,8RbNzNeaUh5e8PJOnp1e4Q,1.5,NA,NA,NA,NA,NA,NA
Wendy's,bUbKPCN1RQcykWHj6jZCig,1.5,NA,NA,NA,FALSE,FALSE,NA
Subway Restaurants,NFrDOhznry5iqD15p4nyfQ,1,NA,NA,NA,NA,FALSE,NA
Arby's,d6HIVWuKtIKZUxx_xLW7MA,2.5,NA,NA,NA,NA,NA,NA
Taco Bell,oLz3JuHkQqwFcmOlwq__8A,2,FALSE,NA,NA,NA,TRUE,NA
Wendy's,V4NwBv9O6DWTl36ZKZrfpw,1.5,FALSE,FALSE,average,FALSE,FALSE,FALSE
Firehouse Subs,4Seo-FWzhRLgxFcwWiYlMA,3.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,FA_jCCA-33PXgZE7uMxc9Q,2.5,FALSE,NA,NA,FALSE,FALSE,NA
Subway Restaurants,UxFS36x0tLiDELJgdzh1sA,3.5,TRUE,TRUE,average,TRUE,TRUE,NA
Burger King,wYcCWaqjikA6DnLFBthj_g,2,NA,NA,NA,NA,TRUE,NA
McDonald's,v2AAGuPuH2QGGwosWZw_qA,2,NA,NA,NA,NA,TRUE,NA
Taco Bell,1q7bkDzXU6SyiyUcoHhziQ,2,NA,NA,average,FALSE,TRUE,NA
Sakkio Japan,CiGefVc9Uc-4H_aNgOMWhQ,4,NA,NA,average,NA,NA,NA
Rally's,waMubyjO_-aO88GsrpPOZg,2,NA,FALSE,NA,FALSE,NA,NA
KFC,sCZvwm61OIHzg4xKaCV68A,3,NA,NA,quiet,FALSE,FALSE,NA
McDonald's,NHersw9tR7dnmlZINOBi9Q,1,NA,FALSE,average,FALSE,FALSE,NA
Subway,GYuRMJZfWMg4SZD5RfOSzw,2.5,NA,NA,NA,NA,None,NA
Panda Express,AQ76VSVrSPajc2qFZDmzeg,3,NA,NA,NA,NA,NA,NA
Burger King,vdocaPsNLvbGJFF4ARzbzA,1.5,FALSE,NA,NA,FALSE,TRUE,NA
Arby's,HT1Y9Q1nkSqve-xxgfEQwQ,3.5,NA,NA,NA,NA,FALSE,NA
McDonald's,szNZuBmhRguqQH6aO3OS4A,2.5,NA,NA,NA,NA,FALSE,NA
McDonald's,h5ZeHDpJXHkB-Sqa5gKsQw,1.5,None,None,loud,None,FALSE,NA
Subway Restaurants,bqNV9FU60H9BVPJ4kWptOA,3,TRUE,TRUE,average,FALSE,FALSE,NA
Subway Restaurants,wUzbeWOod7VDmER9PrmwFg,3,NA,NA,NA,NA,TRUE,NA
Burger King,BLWR8UaDExMxx1z3fhu0Fg,2.5,FALSE,NA,average,FALSE,TRUE,NA
McDonald's,Co1cnSA3o3sSNdsGbItXSw,1.5,NA,FALSE,NA,NA,TRUE,NA
Hardee's,9pQsVUScSzreqYLU7p5oaQ,2.5,NA,NA,NA,FALSE,FALSE,NA
Dairy Queen Grill & Chill,sOqRyah0z32OxObhbjNJGg,3.5,TRUE,NA,NA,TRUE,NA,NA
Wendy's,myyJxx7nvs-5_T-Uvc-kLw,1.5,NA,NA,average,FALSE,FALSE,NA
Arby's,rkGuqKxFOvxhAKaDeFVd4g,1.5,NA,NA,NA,NA,FALSE,NA
Mr Hero,wvoX1JCsGcNZZlGzD0EMdQ,3.5,FALSE,NA,NA,NA,FALSE,NA
McDonald's,znaF77z3hCOqpLNEPhi1yg,1.5,NA,NA,NA,NA,TRUE,NA
McDonald's,ztG_sG9ugajX9crrzh0UyA,2,TRUE,NA,quiet,FALSE,TRUE,NA
Wendy's,NHHDDrnQXabrbmrQuahbeg,2.5,NA,NA,NA,NA,FALSE,NA
Subway Restaurants,yyji5NjOJro2k35XH-uoDA,3,NA,NA,NA,NA,FALSE,NA
Subway Restaurants,5h3-2mrhtu5EnGCcW2z6gA,2.5,NA,NA,average,NA,TRUE,NA
Firehouse Subs,hgdJyNg58p1It_b7ElAxgw,4.5,TRUE,NA,NA,FALSE,TRUE,NA
McDonald's,TPcDS5qMbroEdTX_glnT4g,2.5,NA,NA,NA,NA,TRUE,NA
KFC,l4E_URuoT-zWbzdovJ6gVg,3,NA,TRUE,NA,NA,TRUE,NA
KFC,QBss179ZGTx7kgHo3QyivQ,1,NA,FALSE,NA,NA,FALSE,NA
Subway Restaurants,YmXvjHhxrmv1iPAxq6koHA,2,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,MjwSxdDia1AygI1-3vaWWg,3.5,NA,NA,NA,FALSE,FALSE,NA
BIBIBOP Asian Grill,VTh9kRFmgxYZTllCJZZ6wQ,4,NA,NA,NA,NA,NA,NA
McDonald's,S_KsGVQV_FwPLmoVHHdmFQ,2,NA,NA,NA,NA,NA,NA
Arby's,wYVfkkaD-3jg-CTYFyEqKQ,3.5,NA,NA,NA,NA,None,NA
Popeyes Louisiana Kitchen,SkdgjduPd1W1jzJBnJWRXQ,1,NA,FALSE,NA,NA,FALSE,NA
Panda Express,M7SEPUqtCFtZJ8O8hFGY4A,2.5,NA,NA,NA,NA,NA,NA
McDonald's,beBdNA6cEuDLvrhTi_EjKQ,1.5,TRUE,FALSE,average,FALSE,TRUE,NA
Namaste Momo Corner,adhGGZw7x_Gary5ZwNibbg,5,TRUE,FALSE,NA,FALSE,FALSE,FALSE
Krispy krunchy chicken,mEgMAA9Vxg2AGELkG6GUxw,3,NA,NA,NA,NA,NA,NA
Five Guys,qvQrZ6XHC4KOQEWyYkR_tQ,3,NA,NA,NA,NA,NA,NA
